,university,career,inscription_date,first_name,last_name,gender,birth_date,age,postal_code,location,email
896,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Nov/10,Jessica-santos,,F,32/Jul/10,,,Aldea-san-gregorio,Ttran@hotmail.com
897,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/02,Karen-roberts,,F,07/Oct/26,,,La-gama,Danielle84@hotmail.com
898,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/06,Kimberly-warren,,F,08/Mar/18,,,Barrio-don-santiago,Emily81@yahoo.com
899,-universidad-abierta-interamericana,Ingeniería-mecánica,21/Jan/27,Steven-hayes,,M,07/May/23,,,Chapuy,Ali@hotmail.com
900,-universidad-abierta-interamericana,Farmacia,20/Oct/12,Heather-adams,,F,10/Jul/02,,,Carrizal,Rodriguezcalvin@yahoo.com
901,-universidad-abierta-interamericana,Agronomía,20/Oct/06,Susan-wood,,F,69/Apr/10,,,Alisos--de-abajo,Amanda84@yahoo.com
902,-universidad-abierta-interamericana,Bioquímica,20/Nov/08,Stephanie-gross,,F,81/Jan/11,,,Costa-del-este,Hudsonsara@yahoo.com
903,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/30,Kenneth-carpenter,,M,27/Jan/10,,,Amberes,Jacobbautista@hotmail.com
904,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Dec/20,Sheila-tran,,F,19/Jul/24,,,Estacion-uspallata,John96@gmail.com
905,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Oct/14,Kimberly-murray,,F,07/Jun/19,,,Agua-colorada,Qjackson@yahoo.com
906,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/26,Brandi-molina,,F,14/Jan/15,,,Campo-crisol,Petersonlucas@gmail.com
907,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Dec/15,Erica-mann,,F,16/Mar/13,,,12-de-octubre,Jennifer63@yahoo.com
908,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Nov/19,Kenneth-ali,,M,63/Aug/15,,,Lierra-adjemiro,Brandon22@hotmail.com
909,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,21/Jan/10,Megan-pennington,,F,88/Jun/29,,,El-cenizo,Aliciafisher@gmail.com
910,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/11,Andrew-green,,M,77/Mar/25,,,Chumbicha,Gadkins@gmail.com
911,-universidad-abierta-interamericana,Licenciatura-en-sociología-,21/Jan/13,Mark-smith,,M,01/Oct/05,,,Arminda,Price@yahoo.com
912,-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Oct/08,Rebecca-navarro,,F,09/Nov/12,,,Gobernador-lanusse,Brianclark@hotmail.com
913,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/18,Chris-soto,,M,63/Jun/10,,,Atreuco,Nathan05@hotmail.com
914,-universidad-abierta-interamericana,Medicina,20/Sep/15,Stephen-larsen,,M,03/Aug/22,,,Barrio-parque-leloir,Zamorajames@hotmail.com
915,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/06,Kathleen-brown,,F,06/Jan/27,,,Campo-la-plata,Wmartinez@yahoo.com
916,-universidad-abierta-interamericana,Ingeniería-en-informática,21/Jan/30,Lisa-white,,F,12/Mar/20,,,San-nicolas-de-los-arroyos,Gregmartinez@yahoo.com
917,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Dec/29,Tammy-blevins,,F,75/Oct/27,,,Cañada,Vasquezbrian@hotmail.com
918,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Sep/16,Erica-donaldson,,F,91/Jan/13,,,Ayacucho,Madeline85@hotmail.com
919,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Nov/01,Teresa-miller,,F,66/Apr/30,,,Gerli,Wrightmary@yahoo.com
920,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Dec/17,Tiffany-zhang,,F,54/Feb/16,,,Coronel-pringles,Adam79@hotmail.com
921,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Nov/29,Brandy-hughes,,F,23/Jun/12,,,Los-molinos,Kimberlyfox@hotmail.com
922,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/29,Denise-herrera,,F,07/Apr/11,,,Campo-botto,Bethany69@gmail.com
923,-universidad-abierta-interamericana,Contador-público-,20/Nov/07,James-thompson,,M,60/Jan/23,,,La-blanqueada,Brenda94@hotmail.com
924,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,21/Jan/16,Laura-schmitt,,F,46/Oct/03,,,Boqueron,Whahn@hotmail.com
925,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,21/Jan/21,Tamara-osborn,,F,68/Jun/04,,,Abra-verde,Davidgibson@gmail.com
926,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Sep/11,Toni-davis,,F,86/Sep/20,,,Aparicio-cue,Alexanderzavala@gmail.com
927,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Nov/22,Kimberly-logan,,F,68/Jun/22,,,Bonpland-norte,Aroberts@gmail.com
928,-universidad-abierta-interamericana,Agronomía,20/Oct/09,Benjamin-jefferson,,M,32/Sep/09,,,Aldea-san-gregorio,Stacywhite@yahoo.com
929,-universidad-abierta-interamericana,Ingeniería-mecánica,21/Jan/07,Heidi-king,,F,15/Jul/11,,,Melincue,Crystal31@gmail.com
930,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,21/Jan/27,Samuel-newman,,M,16/Jul/19,,,Villa-hipodromo,Ikent@hotmail.com
931,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Nov/24,Sierra-baker,,F,24/Feb/24,,,Banda-florida,Asmith@hotmail.com
932,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,20/Sep/10,Jeffrey-schultz,,M,20/Jul/14,,,La-florencia,Stuartsara@gmail.com
933,-universidad-abierta-interamericana,Actuario-,20/Sep/19,Christopher-becker,,M,01/Aug/26,,,Andalucia,Edwardssonia@hotmail.com
934,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/19,Lisa-johnson,,F,80/Jan/03,,,9-de-julio,Juliearcher@yahoo.com
935,-universidad-abierta-interamericana,Farmacia,21/Jan/08,Megan-evans,,F,62/Mar/31,,,Kilometro-112,Qwinters@gmail.com
936,-universidad-abierta-interamericana,Agronomía,20/Nov/24,Cody-vargas,,M,45/Dec/31,,,El-retiro,Jesus91@hotmail.com
937,-universidad-abierta-interamericana,Contador-público-,20/Oct/24,Tiffany-morales,,F,10/Apr/17,,,Algarrobitos-1ro,Victoriahunter@yahoo.com
938,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/11,Katherine-wilkins,,F,99/Sep/14,,,Ingenio-la-providencia,Sara04@hotmail.com
939,-universidad-abierta-interamericana,Bioquímica,20/Oct/20,Eric-stewart,,M,42/Sep/30,,,Bahia-san-blas,Robertsmarie@gmail.com
940,-universidad-abierta-interamericana,Ingeniería-electrónica,21/Jan/04,Jillian-carpenter,,F,18/Dec/26,,,Bella-vista,Littlehaley@yahoo.com
941,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Nov/26,Jose-francis,,M,84/Jun/05,,,Estacion-lago-epecuen,Lramos@hotmail.com
942,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Nov/23,Jackie-ryan,,F,43/Oct/10,,,Arsenal-de-guerra-san-lorenzo,Ryanglover@yahoo.com
943,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,21/Jan/21,Robert-herring,,M,06/Apr/10,,,Bajo-de-los-sueldos,Jeremy74@hotmail.com
944,-universidad-abierta-interamericana,Ingeniería-mecánica,20/Dec/04,Jordan-merritt,,M,20/Jul/16,,,Laprida,Johndavis@yahoo.com
945,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,21/Jan/11,Pamela-jones,,F,24/Jun/01,,,El-carbalino,Howardheather@gmail.com
946,-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Dec/12,Brian-berry,,M,05/Jun/22,,,25-de-mayo,Emma88@yahoo.com
947,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Oct/06,Craig-haley,,M,68/Nov/17,,,Carlos-maria-naon,Marksalyssa@hotmail.com
948,-universidad-abierta-interamericana,Ingeniería-en-informática,20/Dec/23,Antonio-lang-ii,,M,73/Feb/11,,,Cañada-rica,Ncampbell@gmail.com
949,-universidad-abierta-interamericana,Agronomía,20/Oct/08,Allison-sanchez,,F,40/Dec/29,,,Cailomuta,Istone@hotmail.com
950,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Sep/06,Teresa-booth,,F,96/Apr/06,,,Avanzada,Omartinez@yahoo.com
951,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/30,Ruben-adams,,M,14/Jun/01,,,Adolfo-rodriguez-saa,Charlesclaudia@gmail.com
952,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Sep/04,Angela-davis,,F,35/Oct/09,,,Campo-garcia,Kelsey70@gmail.com
953,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,20/Oct/08,Melissa-spears,,F,68/Mar/19,,,Bahia-cracher,Starklawrence@yahoo.com
954,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Nov/30,Ellen-preston,,F,09/Feb/01,,,Campo-ubajo,Heidi36@yahoo.com
955,-universidad-abierta-interamericana,Agronomía,20/Dec/20,Chase-wilson,,M,79/Dec/18,,,Ayacucho,Mark38@yahoo.com
956,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,20/Oct/20,Nicole-garcia,,F,56/Jun/03,,,Campo-coubert,Tgreene@yahoo.com
957,-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Sep/09,Albert-figueroa,,M,43/Mar/27,,,Bajo-guazu,Jacoboconnell@gmail.com
958,-universidad-abierta-interamericana,Bioquímica,20/Oct/18,Melissa-donovan,,F,18/Sep/29,,,Agua-colorada,Esmith@hotmail.com
959,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/24,Lisa-roach,,F,86/Jul/18,,,Atencio,Jermaine58@hotmail.com
960,-universidad-abierta-interamericana,Agronomía,20/Sep/20,Allison-smith,,F,01/Jun/20,,,Virrey-del-pino,Jameslambert@gmail.com
961,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/22,Monica-hunt,,F,02/Oct/04,,,Barrancon,Everettdouglas@hotmail.com
962,-universidad-abierta-interamericana,Medicina,20/Oct/12,Christopher-mccullough,,M,72/Oct/08,,,Almacen-el-descanso,Jmyers@yahoo.com
963,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Dec/16,Sarah-king,,F,10/Oct/04,,,Arroyo-hondo,Smartin@yahoo.com
964,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/15,Michael-garcia,,M,23/Oct/10,,,Cabi-monda,Johnmorris@yahoo.com
965,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Dec/30,James-matthews,,M,94/Dec/03,,,Almirante-brown,Hmartinez@yahoo.com
966,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,21/Jan/01,Christopher-carter,,M,17/Apr/24,,,Aldea-brasilera,Xlee@gmail.com
967,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Oct/14,Raymond-robles,,M,31/Apr/01,,,Colonia-zapata,Monique52@hotmail.com
968,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Nov/04,Savannah-nguyen,,F,14/May/06,,,Berazategui,Lorimurphy@gmail.com
969,-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Nov/10,Karen-bailey,,F,01/May/29,,,Aguada-grande,Murrayjudy@hotmail.com
970,-universidad-abierta-interamericana,Contador-público-,20/Oct/21,Gregory-rodriguez,,M,09/Apr/29,,,Langueyu,Ayoung@hotmail.com
971,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Nov/21,Jeffery-brooks,,M,06/Feb/25,,,San-geronimo,Qhernandez@yahoo.com
972,-universidad-abierta-interamericana,Arquitectura,20/Oct/06,Shari-lopez,,F,07/Feb/28,,,Alcaraz-2do,Kayla72@hotmail.com
973,-universidad-abierta-interamericana,Ingeniería-mecánica,20/Sep/18,Christopher-pope,,M,18/Dec/15,,,Aaron-castellanos,Christopher86@gmail.com
974,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Sep/21,Mike-garcia,,M,71/Jun/25,,,Aguirre-cue,Yangshannon@gmail.com
975,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Sep/11,Sharon-evans,,F,60/Mar/15,,,Aldea-forestal,Darin49@yahoo.com
976,-universidad-abierta-interamericana,Contador-público-,20/Nov/02,Tracy-gutierrez,,F,21/Mar/09,,,Campo-andino,Daniel68@yahoo.com
977,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Nov/03,William-gutierrez,,M,02/May/04,,,Alto-huaco,Xshaw@gmail.com
978,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Nov/24,Tanya-harrell,,F,70/Jan/29,,,Alto-calilegua,Vcarrillo@yahoo.com
979,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Nov/04,Todd-clark,,M,56/Jan/19,,,Campo-la-riviere,Robertstone@gmail.com
980,-universidad-abierta-interamericana,Licenciatura-en-artes,20/Sep/21,Suzanne-johnston,,F,45/Oct/03,,,Colonia-margarita,Brownbrian@hotmail.com
981,-universidad-abierta-interamericana,Farmacia,20/Sep/04,Robert-greene,,M,40/Oct/21,,,Faro-san-antonio,Kadams@gmail.com
982,-universidad-abierta-interamericana,Diseño-industrial,20/Oct/22,Jeffrey-sanchez,,M,78/Nov/08,,,Los-antiguos,Johnsoncody@gmail.com
983,-universidad-abierta-interamericana,Bioquímica,20/Nov/08,Gregory-holland,,M,97/Mar/05,,,9-de-abril,Wross@hotmail.com
984,-universidad-abierta-interamericana,Ingeniería-en-informática,20/Nov/12,Victoria-howard,,F,16/Feb/16,,,Cañadon-lagarto,Jgibbs@hotmail.com
985,-universidad-abierta-interamericana,Licenciatura-en-psicología,20/Nov/23,Ms.-theresa-brown,,F,58/Feb/19,,,Campo-crenna,Hpatel@hotmail.com
986,-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Nov/04,Bruce-delgado,,M,15/Mar/26,,,Cañada-seca,Maxwelljudy@gmail.com
987,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Nov/25,Stephanie-smith,,F,61/Aug/23,,,Chiclana,Christophercampbell@gmail.com
988,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Oct/20,Erin-stevens,,F,22/Jun/03,,,Valle-de-las-leñas,Smithkyle@hotmail.com
989,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Sep/19,Anthony-lewis,,M,27/Jul/16,,,Camet,Vlozano@gmail.com
990,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/23,Aaron-martin,,M,92/Mar/28,,,Landeta,Christopher60@gmail.com
991,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Sep/02,Robert-rivera,,M,68/Jun/16,,,Carlos-keen,Jameshouse@hotmail.com
992,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Oct/21,Kimberly-robinson,,F,84/Apr/18,,,Antiguyos,Combsjacob@yahoo.com
993,-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Dec/03,James-wheeler,,M,10/Jun/09,,,Bella-vista,Brittneyhoward@hotmail.com
994,-universidad-abierta-interamericana,Ingeniería-en-informática,20/Nov/29,Robert-sullivan,,M,98/Jul/10,,,Rafael-castillo,Brenda14@gmail.com
995,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Sep/05,Katrina-powers,,F,20/Sep/09,,,El-horno,Susansmith@hotmail.com
996,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/19,Dr.-stephanie-carrillo,,F,20/Sep/19,,,Alto-blanco,Erios@yahoo.com
997,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Nov/15,William-townsend,,M,91/Aug/13,,,Ocho-vados,Alyssa90@yahoo.com
998,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Oct/13,Jaime-mayo,,F,36/Dec/15,,,Villa-manzano,Gordonshannon@yahoo.com
999,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,20/Oct/24,Catherine-hernandez,,F,52/Nov/18,,,Centenario,Taylortrevor@hotmail.com
1000,-universidad-abierta-interamericana,Agronomía,20/Oct/30,Robert-miller,,M,72/Oct/16,,,Arturo-segui,Vhorton@gmail.com
1001,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Sep/27,David-jones,,M,29/Mar/20,,,Espartillar,Douglaselizabeth@gmail.com
1002,-universidad-abierta-interamericana,Medicina,20/Nov/21,Heather-smith,,F,21/Jul/13,,,Colonia-bertozzi,Simsandrea@gmail.com
1003,-universidad-abierta-interamericana,Contador-público-,20/Nov/23,John-chen,,M,58/Dec/12,,,Colhue-huapi,Brandoncamacho@gmail.com
1004,-universidad-abierta-interamericana,Bioquímica,20/Nov/30,Sean-mack,,M,94/Jul/25,,,Alejandra,Jessica08@yahoo.com
1005,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Sep/10,Aaron-walker,,M,21/Sep/16,,,Cululu,Lowerychelsea@yahoo.com
1006,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/17,Alexis-zimmerman,,F,14/Dec/19,,,25-de-mayo,Ulong@yahoo.com
1007,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/02,Stephanie-gonzales,,F,83/Nov/18,,,Aceilan,Qmiller@gmail.com
1008,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,21/Jan/02,Debra-stewart,,F,79/Apr/27,,,El-socorro,Danieltaylor@yahoo.com
1009,-universidad-abierta-interamericana,Diseño-industrial,20/Nov/18,Stephen-gordon,,M,59/Sep/06,,,Balneario-la-caleta,Carpenterbrian@gmail.com
1010,-universidad-abierta-interamericana,Agronomía,20/Nov/14,Thomas-johnson,,M,23/Jan/10,,,Francisco-madero,Matthew42@gmail.com
1011,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Dec/15,Benjamin-conway,,M,62/Aug/31,,,La-esperanza-rosas-las-flores,Frostjared@hotmail.com
1012,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,21/Jan/31,Gabrielle-wells,,F,71/Aug/16,,,Aguas-verdes,Hardindiane@hotmail.com
1013,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,20/Nov/19,Rebecca-wagner,,F,96/Jan/11,,,Benitez,Jamesflores@yahoo.com
1014,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Dec/28,Karen-jordan,,F,62/Oct/08,,,Huanguelen,Dorothydiaz@hotmail.com
1015,-universidad-abierta-interamericana,Arquitectura,20/Oct/08,Robert-jones,,M,91/Jun/12,,,Calera-argentina,Asutton@yahoo.com
1016,-universidad-abierta-interamericana,Medicina,20/Dec/07,Carol-smith,,F,25/May/21,,,Cañadita,Christopher49@yahoo.com
1017,-universidad-abierta-interamericana,Ciencias-veterinarias,20/Sep/23,Joseph-galvan,,M,86/Aug/02,,,Centenario,Lindahoward@yahoo.com
1018,-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Nov/13,Michael-barton,,M,75/Jun/26,,,Agua-los-matos,Bramirez@hotmail.com
1019,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,20/Dec/12,Alan-norman-dvm,,M,45/Aug/03,,,La-oriental,Roberttorres@gmail.com
1020,-universidad-abierta-interamericana,Farmacia,20/Nov/26,David-cook,,M,12/Jul/06,,,22-de-diciembre,Katherine58@gmail.com
1021,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Nov/13,Patricia-fowler,,F,88/Apr/12,,,Ituzaingo,Davidduffy@yahoo.com
1022,-universidad-abierta-interamericana,Farmacia,20/Dec/13,Christine-mccarthy,,F,47/Apr/26,,,Barcala,Christophermorton@yahoo.com
1023,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,21/Jan/16,Jordan-gonzalez,,F,18/Feb/08,,,Agua-y-energia,Mcdonaldkristen@gmail.com
1024,-universidad-abierta-interamericana,Actuario-,20/Dec/19,Charles-stephens,,M,45/Mar/04,,,Barrancas-coloradas,Joseph56@gmail.com
1025,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Sep/02,Tiffany-cooper,,F,56/Apr/30,,,Algarrobal-puisoye,Williamsdaniel@gmail.com
1026,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Sep/27,Dustin-foster,,M,38/Jan/06,,,Domselaar,Mmyers@yahoo.com
1027,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/25,Brittany-neal,,F,96/Jul/27,,,El-gualicho,David59@yahoo.com
1028,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/05,Lisa-williams,,F,99/Aug/08,,,Aurelia,Nancyboyd@yahoo.com
1029,-universidad-abierta-interamericana,Licenciatura-en-artes,20/Sep/22,Susan-thomas,,F,96/Jan/24,,,Barrio-villa-cordoba,Brownchristopher@gmail.com
1030,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,21/Jan/18,Ethan-prince,,M,79/Oct/14,,,Francisco-berra,Derek08@hotmail.com
1031,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,20/Dec/13,Amy-livingston,,F,71/Jun/19,,,Wilde,Samantha29@hotmail.com
1032,-universidad-abierta-interamericana,Agronomía,20/Oct/23,Adam-miller,,M,09/Jun/30,,,Barrancon,Christopherfernandez@hotmail.com
1033,-universidad-abierta-interamericana,Licenciatura-en-administración-,20/Sep/05,Matthew-kelly,,M,35/May/31,,,Las-toninas,Tony79@gmail.com
1034,-universidad-abierta-interamericana,Ciencias-veterinarias,21/Jan/03,Bridget-wallace,,F,34/Apr/15,,,Amalia,Owilson@yahoo.com
1035,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,20/Nov/03,Debra-mckinney,,F,83/Jan/05,,,Agua-salada,Juarezlarry@yahoo.com
1036,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/19,Robert-rivas,,M,88/May/05,,,Colonia-hardy,Dweaver@hotmail.com
1037,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Dec/21,Christopher-jackson,,M,98/Feb/13,,,Arroyo-quilla,Scott39@gmail.com
1038,-universidad-abierta-interamericana,Licenciatura-en-psicología,21/Jan/23,Stacy-schultz,,F,03/Jan/29,,,Antonio-carboni,Karen88@gmail.com
1039,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,20/Nov/24,James-allen,,M,63/Jul/27,,,Villa-el-chocon,Rnewton@gmail.com
1040,-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Dec/26,Frederick-barron,,M,20/Feb/28,,,Coronel-isleños,Ohill@gmail.com
1041,-universidad-abierta-interamericana,Licenciatura-en-sociología-,20/Dec/30,Heather-turner,,F,10/Jun/04,,,Campo-aristimuño,Rturner@gmail.com
1042,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Sep/12,Andrew-wise,,M,57/Sep/21,,,6-de-septiembre,Joseph95@hotmail.com
1043,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,20/Nov/12,Kayla-malone,,F,35/Jul/18,,,Estacion-christophersen,Montgomeryjeremiah@yahoo.com
1044,-universidad-abierta-interamericana,Técnico-para-bioterios-,20/Oct/12,Samuel-mueller,,M,06/Oct/06,,,Chacabuco,Ibaker@gmail.com
1045,-universidad-abierta-interamericana,Contador-público-,20/Oct/11,Allen-mitchell,,M,70/Apr/14,,,Carbometal,Dawn57@hotmail.com
1046,-universidad-abierta-interamericana,Licenciatura-en-administración-,21/Jan/14,Timothy-foley,,M,33/Sep/19,,,Anderson,Jason42@gmail.com
1047,-universidad-abierta-interamericana,Medicina,20/Dec/02,Manuel-lewis,,M,87/Mar/23,,,Saldungaray,Amann@gmail.com
1048,-universidad-abierta-interamericana,Agronomía,20/Dec/16,Rachel-cardenas,,F,42/Aug/16,,,Colonia-la-oracion,Scottlewis@hotmail.com
1049,-universidad-abierta-interamericana,Bioquímica,20/Nov/16,Robert-buchanan,,M,73/Jun/07,,,El-retiro,Ftodd@yahoo.com
1050,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,21/Jan/16,William-dillon,,M,07/Sep/03,,,Azul,Gregorybell@hotmail.com
1051,-universidad-abierta-interamericana,Ingeniería-mecánica,20/Nov/17,Mr.-joshua-taylor,,M,19/Sep/06,,,Caminera-napaleofu,Wdavis@gmail.com
1052,-universidad-abierta-interamericana,Farmacia,20/Dec/23,Brett-cole,,M,46/Feb/24,,,Barranqueras,Matthew74@hotmail.com
1053,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,20/Nov/09,Jeremy-patrick,,M,16/Sep/15,,,Comandante-giribone,Zperez@hotmail.com
1054,-universidad-abierta-interamericana,Agronomía,20/Dec/06,Nathan-sanchez,,M,87/Apr/15,,,Clason,Jonathansmith@hotmail.com
1055,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,21/Jan/08,Craig-burke,,M,15/Dec/08,,,Puerto-ojo-de-agua,Matthewwilson@hotmail.com
1056,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,20/Oct/14,Jessica-perez,,F,00/Jul/23,,,Aguada-de-las-tejas,Martinkellie@yahoo.com
1057,-universidad-abierta-interamericana,Farmacia,20/Sep/06,Brian-schwartz,,M,88/Dec/01,,,Est-jauregui-va-flandria,Graylisa@yahoo.com
1058,-universidad-abierta-interamericana,Diseño-industrial,20/Dec/04,George-patton,,M,80/Oct/17,,,Estacion-la-rinconada,Marshrachel@gmail.com
1059,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,20/Dec/11,Lori-griffith,,F,44/May/14,,,Paso-de-los-andes,Qwilliams@yahoo.com
1060,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/17,Renee-mitchell,,F,79/May/03,,,Cara-mala,Cory97@gmail.com
1061,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,20/Nov/08,Darrell-johnson,,M,26/Jun/19,,,Abra-baya,Janice15@yahoo.com
1062,-universidad-abierta-interamericana,Ingeniería-electrónica,20/Oct/31,Brandon-martin,,M,19/Oct/17,,,Atuel-sud,Wellsnancy@gmail.com
1063,-universidad-abierta-interamericana,Diseño-industrial,20/Oct/15,Kevin-peters,,M,09/Jan/23,,,Barrio-jardin-luzuriaga,Janicesmith@gmail.com
1064,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,20/Dec/05,David-fischer,,M,40/Oct/14,,,Agua-los-matos,Jennifersmith@hotmail.com
1065,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,20/Sep/26,Gabriel-burns,,M,93/Nov/22,,,Casalins,Vmorales@yahoo.com
